+-------------------------------------------------------+
| Section                                               |
+-------------------------------------------------------+
| ART/TML --------------------------------------------- |
+-------------------------------------------------------+
+--------------+---------------------+---------------------+
| Proc Version | Timebox Start       | Timebox End         |
+--------------+---------------------+---------------------+
| 1.1a         | 2019-03-28 22:00:00 | 2019-04-08 13:30:00 |
+--------------+---------------------+---------------------+
+--------+-------------+--------------+---------------+
| ident  | xref_id     | pending_time | reaction_time |
| 354581 | jira-64524  |     1818.707 |         0.172 |
| 330946 | jira-59455  |     3943.549 |         0.172 |
| 334041 | jira-61877  |    26323.257 |         0.172 |
| 334043 | jira-61879  |    26386.297 |         0.172 |
| 334108 | jira-61944  |    26875.927 |         0.172 |
| 331873 | jira-59947  |   770034.111 |         0.173 |
| 333029 | jira-60925  |   779482.907 |         0.173 |
| 337169 | jira-61325  |     2951.805 |         0.173 |
| 337335 | jira-61877  |     8248.493 |         0.173 |
| 335199 | jira-62981  |    29201.465 |         0.174 |
| 335325 | jira-63103  |    30220.737 |         0.174 |
| 335375 | jira-63158  |    30606.581 |         0.174 |
| 332000 | jira-60063  |   771070.504 |         0.174 |
| 333315 | jira-61153  |    16662.823 |         0.174 |
| 364448 | caagc-35504 |       66.598 |         0.174 |
| 328147 | jira-58835  |      533.232 |         0.174 |
| 331875 | jira-59955  |   770097.968 |         0.175 |
| 333099 | jira-60984  |   780061.370 |         0.175 |
| 333271 | jira-61111  |    16285.377 |         0.175 |
| 337255 | jira-61584  |     7620.874 |         0.175 |
| 337343 | jira-61835  |     8316.155 |         0.175 |
| 337353 | jira-61833  |     8411.360 |         0.175 |
| 337383 | jira-61597  |     8629.417 |         0.175 |
| 350591 | jira-64305  |    22609.672 |         0.175 |
| 350692 | jira-62069  |    27299.769 |         0.175 |
| 350581 | jira-58610  |    22580.843 |         0.176 |
| 336897 | jira-61200  |      911.812 |         0.176 |
| 337228 | jira-61279  |     3428.450 |         0.176 |
| 337371 | jira-61784  |     8533.691 |         0.176 |
| 328134 | jira-58830  |      438.561 |         0.176 |
| 333106 | jira-61003  |   780049.467 |         0.176 |
| 334241 | jira-62039  |    18831.435 |         0.176 |
| 354417 | jira-60162  |      692.745 |         0.176 |
| 354476 | jira-60058  |     1105.577 |         0.176 |
| 354490 | jira-60196  |     1229.913 |         0.176 |
| 354561 | jira-60259  |     1806.447 |         0.176 |
| 344824 | jira-51583  |     3988.465 |         0.176 |
| 328222 | jira-58870  |     1181.205 |         0.177 |
| 329966 | jira-59121  |     1149.353 |         0.177 |
| 335353 | jira-63144  |    30437.412 |         0.177 |
| 337292 | jira-61531  |     7974.253 |         0.177 |
| 354445 | jira-59354  |      846.120 |         0.177 |
| 332665 | jira-60565  |   776604.544 |         0.177 |
| 332928 | jira-60826  |   778644.521 |         0.177 |
| 332931 | jira-60831  |   778709.897 |         0.177 |
| 333017 | jira-60916  |   779387.771 |         0.177 |
| 333866 | jira-61710  |    20983.655 |         0.177 |
| 333997 | jira-61835  |    26002.884 |         0.177 |
| 330573 | jira-59398  |     8196.487 |         0.178 |
| 332711 | jira-60611  |   776945.108 |         0.178 |
| 332932 | jira-60830  |   778709.820 |         0.178 |
| 335326 | jira-63108  |    30219.742 |         0.178 |
| 337360 | jira-61626  |     8439.336 |         0.179 |
| 341160 | jira-60906  |     8932.465 |         0.179 |
| 332774 | jira-60673  |   777433.680 |         0.179 |
| 332936 | jira-60836  |   778711.948 |         0.179 |
| 333075 | jira-60974  |   779867.025 |         0.179 |
| 333111 | jira-61007  |   780117.110 |         0.179 |
| 334229 | jira-62017  |    18733.601 |         0.179 |
| 334294 | jira-62092  |    19221.832 |         0.179 |
| 330056 | jira-59220  |     1894.184 |         0.180 |
| 332855 | jira-60754  |   778104.615 |         0.180 |
| 333333 | jira-61175  |    16749.577 |         0.180 |
| 333974 | jira-61813  |    21811.972 |         0.180 |
| 334735 | jira-62530  |    26702.528 |         0.180 |
| 328094 | jira-58814  |      118.563 |         0.180 |
| 328179 | jira-58848  |      795.379 |         0.180 |
| 328206 | jira-58865  |     1016.095 |         0.180 |
| 329987 | jira-59153  |     1338.277 |         0.180 |
| 354393 | jira-59947  |      500.342 |         0.180 |
| 333281 | jira-61120  |    16378.041 |         0.181 |
| 333706 | jira-61544  |    19703.429 |         0.181 |
| 329975 | jira-59147  |     1243.039 |         0.181 |
| 329968 | jira-59142  |     1212.315 |         0.182 |
| 337375 | jira-61879  |     8535.114 |         0.182 |
| 339391 | jira-41813  |    10012.002 |         0.182 |
| 333202 | jira-61039  |    11731.772 |         0.182 |
| 333962 | jira-61797  |    21713.951 |         0.182 |
| 333998 | jira-61833  |    26002.649 |         0.182 |
| 332621 | jira-60524  |   776283.280 |         0.183 |
| 332783 | jira-60682  |   777526.064 |         0.183 |
| 333348 | jira-61188  |    16848.522 |         0.183 |
| 334561 | jira-62356  |    21365.566 |         0.183 |
| 328174 | jira-58853  |      793.227 |         0.183 |
| 354499 | jira-60135  |     1298.345 |         0.183 |
| 337256 | jira-61696  |     7686.487 |         0.183 |
| 337319 | jira-61544  |     8165.321 |         0.183 |
| 341164 | jira-60925  |     8933.043 |         0.183 |
| 328105 | jira-58813  |      217.023 |         0.184 |
| 332546 | jira-60446  |   771640.526 |         0.184 |
| 333264 | jira-61102  |    12214.368 |         0.184 |
| 333530 | jira-61363  |    18325.090 |         0.184 |
| 353374 | jira-60887  |       94.001 |         0.184 |
| 344864 | jira-51655  |     8128.427 |         0.184 |
| 335008 | jira-62810  |    28812.738 |         0.184 |
| 354540 | jira-59950  |     1613.725 |         0.184 |
| 355719 | jira-48984  |      619.020 |         0.184 |
| 354457 | jira-59349  |      942.015 |         0.185 |
| 349728 | jira-51633  |    19210.257 |         0.185 |
| 331991 | jira-60058  |   770999.074 |         0.185 |
| 333089 | jira-60992  |   779964.994 |         0.185 |
| 333691 | jira-61531  |    19605.670 |         0.185 |
| 334017 | jira-61856  |    26128.506 |         0.185 |
| 335249 | jira-63031  |    29609.864 |         0.185 |
| 335324 | jira-63105  |    30220.807 |         0.185 |
| 337185 | jira-61457  |     3114.744 |         0.185 |
| 337338 | jira-61221  |     8250.063 |         0.186 |
| 350890 | jira-27552  |    28418.603 |         0.186 |
| 354468 | jira-59984  |     1037.286 |         0.186 |
| 331716 | jira-59798  |     4818.511 |         0.186 |
| 333464 | jira-61306  |    17786.933 |         0.186 |
| 334753 | jira-62551  |    26866.905 |         0.186 |
| 333403 | jira-61244  |    17301.303 |         0.187 |
| 333563 | jira-61403  |    18609.317 |         0.187 |
| 334369 | jira-62165  |    19822.843 |         0.187 |
| 353320 | jira-60992  |       20.088 |         0.187 |
| 335319 | jira-63100  |    30152.501 |         0.187 |
| 338924 | jira-54238  |     9799.752 |         0.188 |
| 326958 | jira-45079  |      249.817 |         0.188 |
| 329967 | jira-59134  |     1212.144 |         0.188 |
| 339744 | jira-48955  |     9495.713 |         0.188 |
| 341363 | jira-40287  |     9008.278 |         0.188 |
| 330968 | jira-59475  |     4111.939 |         0.188 |
| 333415 | jira-61257  |    17399.974 |         0.188 |
| 333483 | jira-61310  |    17975.469 |         0.188 |
| 334020 | jira-61857  |    26195.083 |         0.188 |
| 334082 | jira-61921  |    26677.833 |         0.188 |
| 356443 | caagc-28182 |      512.794 |         0.188 |
| 346124 | jira-54224  |    11203.096 |         0.188 |
| 346513 | jira-54224  |    16786.008 |         0.188 |
| 334853 | jira-62650  |    27624.062 |         0.189 |
| 334889 | jira-62685  |    27913.552 |         0.189 |
| 337153 | jira-61419  |     2869.746 |         0.189 |
| 333319 | jira-61163  |    16666.894 |         0.189 |
| 333475 | jira-61325  |    17882.606 |         0.189 |
| 331038 | jira-59537  |     4689.120 |         0.190 |
| 331940 | jira-60011  |   770587.983 |         0.190 |
| 333453 | jira-61294  |    17712.403 |         0.190 |
| 334613 | jira-62417  |    21735.259 |         0.190 |
| 341117 | jira-60602  |     8549.235 |         0.190 |
| 350574 | jira-64306  |    22512.433 |         0.190 |
| 350618 | jira-64308  |    26870.654 |         0.190 |
| 335038 | jira-62832  |    29036.606 |         0.190 |
| 339398 | jira-41818  |    10022.738 |         0.190 |
| 337004 | jira-61599  |     1762.789 |         0.191 |
| 334674 | jira-62468  |    22219.559 |         0.191 |
| 362884 | jira-20700  |      187.958 |         0.191 |
| 330493 | jira-59321  |     7526.661 |         0.192 |
| 331755 | jira-59838  |     5173.698 |         0.192 |
| 332856 | jira-60753  |   778104.473 |         0.192 |
| 334277 | jira-62082  |    19117.866 |         0.192 |
| 335114 | jira-62907  |    29678.609 |         0.192 |
| 335231 | jira-63011  |    29485.697 |         0.192 |
| 364465 | caagc-45019 |       65.399 |         0.192 |
| 363517 | jira-40095  |     2020.261 |         0.193 |
| 331003 | jira-59505  |     4401.348 |         0.193 |
| 332038 | jira-60105  |   771342.923 |         0.193 |
| 332160 | jira-60219  |   772311.152 |         0.193 |
| 333813 | jira-61651  |    20529.317 |         0.193 |
| 345963 | jira-54224  |    10607.718 |         0.193 |
| 346174 | jira-54224  |    11395.117 |         0.193 |
| 335025 | jira-62819  |    28939.616 |         0.193 |
| 336944 | jira-61842  |     1288.592 |         0.194 |
| 337370 | jira-61668  |     8533.891 |         0.194 |
| 331024 | jira-59523  |     4592.483 |         0.194 |
| 332927 | jira-60825  |   778644.260 |         0.194 |
| 333402 | jira-61242  |    17301.694 |         0.194 |
| 333466 | jira-61307  |    17810.785 |         0.194 |
| 355721 | jira-48984  |      599.170 |         0.194 |
| 328104 | jira-58816  |      216.749 |         0.195 |
| 330563 | jira-59383  |     8103.902 |         0.195 |
| 332790 | jira-60693  |   777594.086 |         0.195 |
| 349517 | jira-26064  |    18408.172 |         0.195 |
| 346260 | jira-54238  |    11700.053 |         0.195 |
| 341190 | jira-60494  |     9193.341 |         0.196 |
| 339394 | jira-41814  |    14063.758 |         0.196 |
| 362877 | jira-20701  |      172.818 |         0.196 |
| 328170 | jira-58849  |      724.756 |         0.196 |
| 331890 | jira-59950  |   770199.444 |         0.196 |
| 333341 | jira-61182  |    16817.523 |         0.196 |
| 334329 | jira-62126  |    19505.093 |         0.196 |
| 334523 | jira-62321  |    21073.897 |         0.196 |
| 334683 | jira-62480  |    22290.263 |         0.197 |
| 355712 | jira-48984  |      619.779 |         0.197 |
| 332694 | jira-60602  |   776824.225 |         0.198 |
| 335191 | jira-62972  |    29130.680 |         0.198 |
| 337136 | caagc-24386 |     2772.711 |         0.199 |
| 333293 | jira-61141  |    16475.076 |         0.199 |
| 334073 | jira-61908  |    26607.128 |         0.199 |
| 334667 | jira-62469  |    22190.015 |         0.199 |
| 359159 | jira-39687  |       17.615 |         0.199 |
| 335390 | jira-63172  |    30730.316 |         0.200 |
| 331706 | jira-59785  |     4725.257 |         0.200 |
| 333451 | jira-61290  |    17689.576 |         0.200 |
| 350604 | jira-64309  |    22773.499 |         0.200 |
| 350567 | jira-64304  |    22415.968 |         0.201 |
| 347405 | jira-54238  |    18386.956 |         0.201 |
| 333360 | jira-61200  |    16944.593 |         0.201 |
| 333477 | jira-61327  |    17905.622 |         0.201 |
| 333733 | jira-61575  |    19920.941 |         0.201 |
| 335346 | jira-63127  |    30412.191 |         0.201 |
| 335357 | jira-63140  |    30440.965 |         0.201 |
| 328216 | jira-58867  |     1111.974 |         0.201 |
| 359157 | jira-39687  |       63.334 |         0.202 |
| 334932 | jira-62726  |    28271.570 |         0.202 |
| 337489 | jira-63424  |     8798.942 |         0.202 |
| 328117 | jira-58822  |      310.639 |         0.203 |
| 354583 | jira-64524  |     1802.614 |         0.203 |
| 363455 | jira-52050  |     1512.984 |         0.203 |
| 331180 | jira-59634  |     9580.197 |         0.203 |
| 334435 | jira-62235  |    20332.463 |         0.203 |
| 333948 | jira-61788  |    21616.106 |         0.204 |
| 334194 | jira-61981  |    18446.121 |         0.204 |
| 334815 | jira-62614  |    27311.641 |         0.204 |
| 335202 | jira-62982  |    29226.326 |         0.204 |
| 337827 | jira-29325  |     4194.187 |         0.204 |
| 362848 | jira-65258  |       16.764 |         0.204 |
| 331188 | jira-59643  |     9610.368 |         0.205 |
