+--------------+---------------------+---------------------+
| Proc Version | Timebox Start       | Timebox End         |
+--------------+---------------------+---------------------+
| 1.1a         | 2019-04-02 18:30:00 | 2019-04-02 19:00:00 |
+--------------+---------------------+---------------------+
+-------+-------------+--------------+---------------+
| ident | xref_id     | pending_time | reaction_time |
| 29771 | caagc-46211 |        0.009 |         0.715 |
| 29963 | caagc-46601 |        0.010 |         0.715 |
| 29700 | caagc-45992 |        0.009 |         0.716 |
| 29480 | jira-13026  |        0.010 |         0.717 |
| 29683 | caagc-45985 |        0.009 |         0.717 |
| 30088 | caagc-51496 |        0.009 |         0.717 |
| 29387 | caagc-46610 |        0.007 |         0.718 |
| 29865 | caagc-46576 |        0.008 |         0.718 |
| 29640 | caagc-46441 |        0.011 |         0.719 |
| 29815 | caagc-46609 |        0.012 |         0.719 |
| 29535 | jira-17547  |        0.010 |         0.720 |
| 29652 | caagc-45984 |        0.010 |         0.720 |
| 29681 | caagc-46222 |        0.007 |         0.720 |
| 29803 | caagc-46602 |        0.038 |         0.720 |
| 29886 | caagc-46615 |        0.010 |         0.720 |
| 29918 | caagc-46591 |        0.009 |         0.720 |
| 29661 | caagc-46021 |        0.011 |         0.721 |
| 29671 | caagc-45978 |        0.010 |         0.721 |
| 29492 | caagc-46620 |        0.008 |         0.722 |
| 29995 | caagc-46600 |        0.009 |         0.722 |
| 29537 | caagc-46609 |        0.010 |         0.723 |
| 29564 | caagc-45682 |        0.010 |         0.723 |
| 29939 | caagc-46599 |        0.009 |         0.723 |
| 29747 | caagc-45259 |        0.009 |         0.724 |
| 29774 | caagc-46196 |        0.017 |         0.724 |
| 29381 | caagc-49060 |        0.008 |         0.725 |
| 29471 | caagc-46623 |        0.010 |         0.725 |
| 29779 | caagc-46187 |        0.009 |         0.725 |
| 29780 | caagc-46683 |        0.014 |         0.726 |
| 29914 | caagc-46587 |        0.010 |         0.726 |
| 29380 | caagc-46592 |        0.008 |         0.727 |
| 29458 | caagc-46532 |        0.008 |         0.727 |
| 29532 | caagc-46621 |        0.008 |         0.727 |
| 29580 | caagc-45685 |        0.008 |         0.727 |
| 29731 | caagc-45634 |        0.009 |         0.727 |
| 29927 | caagc-46597 |        0.009 |         0.727 |
| 29969 | caagc-46620 |        0.009 |         0.727 |
| 29979 | caagc-46613 |        0.009 |         0.727 |
| 30060 | caagc-51473 |        0.010 |         0.727 |
| 29337 | caagc-46620 |        0.007 |         0.728 |
| 29531 | caagc-50646 |        0.079 |         0.728 |
| 29701 | caagc-45990 |        0.008 |         0.728 |
| 29782 | caagc-46193 |        0.009 |         0.728 |
| 29404 | caagc-51379 |        0.008 |         0.729 |
| 29744 | caagc-45244 |        0.008 |         0.729 |
| 29403 | caagc-46612 |        0.009 |         0.730 |
| 29479 | caagc-51119 |        0.008 |         0.730 |
| 29664 | caagc-45997 |        0.006 |         0.730 |
| 29462 | caagc-46581 |        0.032 |         0.731 |
| 29452 | caagc-46582 |        0.032 |         0.732 |
| 29357 | caagc-46601 |        0.008 |         0.733 |
| 29540 | caagc-51379 |        0.009 |         0.733 |
| 29781 | caagc-46191 |        0.009 |         0.733 |
| 29997 | caagc-46587 |        0.013 |         0.733 |
| 29788 | caagc-46212 |        0.009 |         0.734 |
| 29905 | caagc-46574 |        0.009 |         0.734 |
| 29466 | caagc-46615 |        0.009 |         0.735 |
| 29721 | caagc-45562 |        0.009 |         0.735 |
| 29932 | caagc-46626 |        0.009 |         0.735 |
| 29943 | caagc-46574 |        0.010 |         0.735 |
| 29344 | caagc-46575 |        0.008 |         0.736 |
| 29719 | caagc-46069 |        0.009 |         0.736 |
| 29702 | caagc-46216 |        0.010 |         0.737 |
| 29720 | caagc-45579 |        0.009 |         0.737 |
| 29915 | caagc-46605 |        0.009 |         0.737 |
| 29968 | caagc-46621 |        0.010 |         0.737 |
| 29722 | caagc-46722 |        0.009 |         0.738 |
| 29772 | caagc-46202 |        0.009 |         0.738 |
| 29345 | caagc-47104 |        0.008 |         0.739 |
| 29491 | caagc-46624 |        0.010 |         0.740 |
| 29529 | jira-17573  |        0.010 |         0.741 |
| 29750 | caagc-45624 |        0.007 |         0.742 |
| 30238 | caagc-51545 |        0.036 |         0.743 |
| 29899 | caagc-46590 |        0.009 |         0.744 |
| 29929 | caagc-46580 |        0.011 |         0.744 |
| 29948 | caagc-46625 |        0.014 |         0.745 |
| 29476 | jira-17493  |        0.009 |         0.746 |
| 29555 | caagc-46114 |        0.010 |         0.747 |
| 29638 | caagc-45987 |        0.009 |         0.748 |
| 29733 | caagc-45613 |        0.010 |         0.748 |
| 29560 | caagc-45335 |        0.008 |         0.749 |
| 29691 | caagc-46221 |        0.009 |         0.749 |
| 29793 | caagc-46190 |        0.009 |         0.749 |
| 29945 | caagc-46616 |        0.010 |         0.749 |
| 29336 | caagc-51447 |        0.008 |         0.750 |
| 29834 | caagc-46625 |        0.017 |         0.751 |
| 29534 | caagc-46579 |        0.008 |         0.752 |
| 29794 | caagc-46186 |        0.009 |         0.752 |
| 29761 | caagc-46195 |        0.011 |         0.753 |
| 29776 | caagc-46203 |        0.009 |         0.753 |
| 29924 | caagc-46588 |        0.037 |         0.753 |
| 30094 | caagc-51474 |        0.009 |         0.753 |
| 29351 | jira-13027  |        0.008 |         0.754 |
| 29817 | caagc-46575 |        0.010 |         0.756 |
| 29942 | caagc-46581 |        0.033 |         0.756 |
| 29946 | caagc-46622 |        0.018 |         0.756 |
| 29385 | caagc-46584 |        0.008 |         0.757 |
| 29469 | caagc-46590 |        0.010 |         0.757 |
| 29526 | caagc-46559 |        0.009 |         0.757 |
| 29790 | caagc-46197 |        0.010 |         0.757 |
| 30241 | caagc-51549 |        0.011 |         0.757 |
| 29506 | caagc-51126 |        0.009 |         0.758 |
| 29795 | caagc-46213 |        0.008 |         0.758 |
| 29859 | caagc-46599 |        0.035 |         0.759 |
| 30090 | caagc-51492 |        0.012 |         0.759 |
| 30149 | caagc-51548 |        0.011 |         0.759 |
| 29504 | caagc-46604 |        0.010 |         0.760 |
| 29695 | caagc-45975 |        0.012 |         0.760 |
| 29739 | caagc-45281 |        0.009 |         0.760 |
| 30013 | caagc-46569 |        0.009 |         0.760 |
| 29514 | caagc-50663 |        0.008 |         0.761 |
| 29670 | caagc-45981 |        0.008 |         0.761 |
| 29755 | caagc-45327 |        0.037 |         0.761 |
| 29913 | caagc-46570 |        0.010 |         0.761 |
| 29556 | caagc-45641 |        0.010 |         0.764 |
| 29672 | caagc-45980 |        0.009 |         0.764 |
| 29766 | caagc-46210 |        0.009 |         0.764 |
| 29406 | caagc-46611 |        0.008 |         0.765 |
| 29512 | caagc-46570 |        0.012 |         0.765 |
| 30121 | caagc-51521 |        0.007 |         0.765 |
| 30123 | caagc-51540 |        0.017 |         0.765 |
| 29390 | caagc-46623 |        0.030 |         0.766 |
| 29375 | caagc-46581 |        0.008 |         0.767 |
| 29828 | caagc-46593 |        0.057 |         0.767 |
| 30107 | caagc-51508 |        0.035 |         0.767 |
| 29484 | caagc-46580 |        0.009 |         0.768 |
| 30163 | caagc-51552 |        0.009 |         0.768 |
| 29509 | jira-16342  |        0.009 |         0.769 |
| 29785 | caagc-46201 |        0.008 |         0.769 |
| 29361 | caagc-46598 |        0.007 |         0.771 |
| 29940 | caagc-46576 |        0.013 |         0.771 |
| 29354 | caagc-46757 |        0.008 |         0.772 |
| 30151 | caagc-51546 |        0.010 |         0.772 |
| 30198 | caagc-51502 |        0.008 |         0.772 |
| 29729 | caagc-45703 |        0.028 |         0.773 |
| 29832 | caagc-46620 |        0.009 |         0.773 |
| 30206 | caagc-51500 |        0.011 |         0.773 |
| 29377 | caagc-46615 |        0.008 |         0.777 |
| 29693 | caagc-45973 |        0.031 |         0.777 |
| 29767 | caagc-46207 |        0.009 |         0.777 |
| 29686 | caagc-46215 |        0.031 |         0.778 |
| 29841 | caagc-46589 |        0.009 |         0.779 |
| 29405 | caagc-46604 |        0.029 |         0.780 |
| 29533 | caagc-51121 |        0.009 |         0.781 |
| 29502 | caagc-46583 |        0.009 |         0.782 |
| 29562 | jira-12931  |        0.016 |         0.783 |
| 29392 | caagc-49043 |        0.007 |         0.784 |
| 29967 | caagc-46602 |        0.010 |         0.784 |
| 29391 | caagc-46600 |        0.008 |         0.785 |
| 29674 | caagc-45986 |        0.011 |         0.786 |
| 29657 | caagc-45995 |        0.016 |         0.787 |
| 29340 | caagc-46603 |        0.007 |         0.788 |
| 29777 | caagc-46199 |        0.006 |         0.788 |
| 29802 | caagc-46591 |        0.033 |         0.788 |
| 30096 | caagc-46048 |        0.009 |         0.791 |
| 29369 | caagc-50663 |        0.007 |         0.792 |
| 29770 | caagc-46200 |        0.012 |         0.792 |
| 29842 | caagc-46587 |        0.009 |         0.792 |
| 30117 | caagc-51526 |        0.011 |         0.792 |
| 29641 | caagc-46225 |        0.008 |         0.793 |
| 29347 | caagc-51194 |        0.030 |         0.795 |
| 29505 | caagc-51176 |        0.008 |         0.796 |
| 29792 | caagc-46198 |        0.009 |         0.797 |
| 29660 | caagc-46228 |        0.008 |         0.798 |
| 29760 | caagc-46209 |        0.009 |         0.798 |
| 30111 | caagc-51527 |        0.010 |         0.798 |
| 30150 | caagc-51547 |        0.010 |         0.798 |
| 30152 | caagc-51549 |        0.010 |         0.798 |
| 29399 | caagc-46579 |        0.009 |         0.799 |
| 30066 | caagc-51495 |        0.011 |         0.799 |
| 30116 | caagc-51525 |        0.009 |         0.799 |
| 29588 | caagc-51157 |        0.009 |         0.800 |
| 30127 | caagc-51538 |        0.008 |         0.800 |
| 29358 | caagc-51176 |        0.010 |         0.801 |
| 29783 | caagc-46208 |        0.009 |         0.801 |
| 29363 | jira-17573  |        0.007 |         0.802 |
| 29457 | caagc-46600 |        0.009 |         0.804 |
| 29714 | caagc-46691 |        0.009 |         0.804 |
| 29708 | caagc-45330 |        0.010 |         0.805 |
| 29350 | caagc-46589 |        0.008 |         0.806 |
| 29338 | caagc-50679 |        0.011 |         0.807 |
| 30016 | caagc-46621 |        0.009 |         0.807 |
| 29643 | caagc-46224 |        0.008 |         0.808 |
| 29445 | jira-17487  |        0.008 |         0.812 |
| 29949 | caagc-46579 |        0.008 |         0.813 |
| 29951 | caagc-46583 |        0.009 |         0.814 |
| 30057 | caagc-51519 |        0.009 |         0.814 |
| 29692 | caagc-46217 |        0.012 |         0.815 |
| 30114 | caagc-51532 |        0.011 |         0.815 |
| 29368 | caagc-46588 |        0.008 |         0.817 |
| 29383 | jira-12864  |        0.008 |         0.818 |
| 29477 | caagc-46780 |        0.008 |         0.820 |
| 29451 | caagc-51124 |        0.013 |         0.821 |
| 29775 | caagc-46205 |        0.009 |         0.821 |
| 29999 | caagc-46625 |        0.073 |         0.821 |
| 29367 | caagc-46602 |        0.008 |         0.822 |
| 29666 | caagc-46223 |        0.008 |         0.822 |
| 30113 | caagc-51529 |        0.010 |         0.823 |
| 29395 | caagc-46617 |        0.008 |         0.824 |
| 29680 | caagc-45893 |        0.009 |         0.827 |
| 29757 | caagc-46189 |        0.009 |         0.831 |
| 29635 | caagc-45974 |        0.009 |         0.832 |
| 29711 | caagc-45285 |        0.006 |         0.832 |
| 30122 | caagc-51537 |        0.011 |         0.832 |
| 29378 | caagc-51121 |        0.008 |         0.833 |
| 30148 | caagc-51544 |        0.011 |         0.835 |
| 30109 | caagc-51523 |        0.009 |         0.837 |
| 29765 | caagc-46194 |        0.009 |         0.838 |
| 30019 | caagc-46574 |        0.010 |         0.840 |
| 29500 | caagc-46589 |        0.009 |         0.841 |
| 29835 | caagc-46579 |        0.010 |         0.842 |
| 30282 | caagc-51546 |        0.010 |         0.842 |
| 29464 | caagc-47104 |        0.034 |         0.843 |
| 29947 | caagc-46575 |        0.010 |         0.843 |
| 29374 | jira-13026  |        0.007 |         0.845 |
| 29513 | caagc-46578 |        0.009 |         0.845 |
| 29707 | caagc-45639 |        0.008 |         0.845 |
| 29756 | caagc-45710 |        0.008 |         0.845 |
| 30055 | caagc-51518 |        0.009 |         0.845 |
| 29402 | caagc-46622 |        0.007 |         0.846 |
| 29789 | caagc-46206 |        0.009 |         0.846 |
| 30153 | caagc-51533 |        0.009 |         0.848 |
| 29966 | caagc-46614 |        0.010 |         0.850 |
| 30056 | caagc-51520 |        0.007 |         0.852 |
| 30125 | caagc-51543 |        0.009 |         0.854 |
| 29662 | caagc-45889 |        0.009 |         0.857 |
| 29857 | caagc-46623 |        0.008 |         0.857 |
| 30247 | caagc-51518 |        0.010 |         0.857 |
| 29467 | jira-13029  |        0.032 |         0.858 |
| 30288 | caagc-51477 |        0.012 |         0.858 |
| 29930 | caagc-46586 |        0.011 |         0.860 |
| 29669 | caagc-46220 |        0.010 |         0.862 |
| 30246 | caagc-51516 |        0.012 |         0.862 |
| 29735 | caagc-46123 |        0.008 |         0.864 |
| 29784 | caagc-45752 |        0.008 |         0.864 |
| 30071 | caagc-51511 |        0.016 |         0.865 |
| 29349 | caagc-46758 |        0.012 |         0.867 |
| 29825 | caagc-46580 |        0.009 |         0.868 |
| 29454 | caagc-46480 |        0.009 |         0.869 |
| 29474 | caagc-46617 |        0.009 |         0.869 |
| 29481 | caagc-46473 |        0.008 |         0.871 |
| 29786 | caagc-46192 |        0.009 |         0.871 |
| 29444 | caagc-46757 |        0.009 |         0.874 |
| 30244 | caagc-51526 |        0.010 |         0.875 |
| 29384 | caagc-50699 |        0.008 |         0.877 |
| 30119 | caagc-51530 |        0.010 |         0.879 |
| 30235 | caagc-51543 |        0.010 |         0.879 |
| 29446 | caagc-51128 |        0.009 |         0.881 |
| 29810 | caagc-46621 |        0.009 |         0.882 |
| 30128 | caagc-51539 |        0.008 |         0.884 |
| 30226 | caagc-51524 |        0.010 |         0.885 |
| 29639 | caagc-46218 |        0.009 |         0.887 |
| 29366 | caagc-46590 |        0.007 |         0.888 |
| 29883 | caagc-46570 |        0.053 |         0.888 |
| 30112 | caagc-51522 |        0.009 |         0.888 |
| 29778 | caagc-46188 |        0.010 |         0.891 |
| 29690 | caagc-45982 |        0.008 |         0.892 |
| 29808 | caagc-46624 |        0.008 |         0.893 |
| 30266 | caagc-51527 |        0.011 |         0.894 |
| 29637 | caagc-45988 |        0.009 |         0.896 |
| 30168 | caagc-51529 |        0.010 |         0.896 |
| 30120 | caagc-51531 |        0.035 |         0.897 |
| 29687 | caagc-45891 |        0.009 |         0.899 |
| 30223 | caagc-51534 |        0.010 |         0.901 |
| 29335 | caagc-46605 |        0.008 |         0.902 |
| 29373 | caagc-46570 |        0.008 |         0.903 |
| 29684 | caagc-46227 |        0.006 |         0.904 |
| 29758 | caagc-46204 |        0.008 |         0.904 |
| 30264 | caagc-51528 |        0.010 |         0.905 |
| 29530 | caagc-46642 |        0.009 |         0.906 |
| 30110 | caagc-51524 |        0.011 |         0.906 |
| 29539 | caagc-51125 |        0.009 |         0.909 |
| 29559 | caagc-51149 |        0.015 |         0.911 |
| 30147 | caagc-51545 |        0.009 |         0.912 |
| 30254 | caagc-46614 |        0.008 |         0.912 |
| 29934 | caagc-46603 |        0.008 |         0.919 |
| 29860 | caagc-46569 |        0.009 |         0.920 |
| 29628 | caagc-45983 |        0.009 |         0.921 |
| 29753 | caagc-45336 |        0.008 |         0.926 |
| 29726 | caagc-45600 |        0.009 |         0.927 |
| 29710 | caagc-45662 |        0.009 |         0.930 |
| 29917 | caagc-46611 |        0.009 |         0.933 |
| 29365 | caagc-46473 |        0.031 |         0.935 |
| 30072 | caagc-51514 |        0.013 |         0.935 |
| 29468 | caagc-46586 |        0.012 |         0.936 |
| 30289 | caagc-46589 |        0.010 |         0.936 |
| 30228 | caagc-46592 |        0.011 |         0.939 |
| 29542 | caagc-46588 |        0.008 |         0.940 |
| 29359 | caagc-46621 |        0.008 |         0.943 |
| 30250 | caagc-51517 |        0.037 |         0.944 |
| 29819 | caagc-46622 |        0.033 |         0.946 |
| 29715 | caagc-45652 |        0.011 |         0.947 |
| 29718 | caagc-45276 |        0.008 |         0.949 |
| 29839 | caagc-46600 |        0.009 |         0.951 |
| 30277 | caagc-46625 |        0.010 |         0.951 |
| 29483 | caagc-46525 |        0.009 |         0.952 |
| 29494 | caagc-51194 |        0.009 |         0.956 |
| 29437 | caagc-45592 |        0.009 |         0.957 |
| 30108 | caagc-51528 |        0.011 |         0.957 |
| 29801 | caagc-46571 |        0.009 |         0.959 |
| 29659 | caagc-46219 |        0.010 |         0.961 |
| 30284 | caagc-51523 |        0.015 |         0.964 |
| 30034 | caagc-51497 |        0.010 |         0.965 |
| 30252 | caagc-46585 |        0.011 |         0.968 |
| 29891 | caagc-46612 |        0.036 |         0.969 |
| 29972 | caagc-46602 |        0.010 |         0.969 |
| 29396 | caagc-50682 |        0.008 |         0.970 |
| 30242 | caagc-46575 |        0.010 |         0.970 |
| 29447 | caagc-46599 |        0.031 |         0.972 |
| 29762 | caagc-45919 |        0.033 |         0.974 |
| 30240 | caagc-46583 |        0.010 |         0.974 |
| 30045 | caagc-51507 |        0.009 |         0.976 |
| 30279 | caagc-46594 |        0.012 |         0.977 |
| 30281 | caagc-46617 |        0.010 |         0.977 |
| 30273 | caagc-46605 |        0.010 |         0.978 |
| 29487 | caagc-46569 |        0.008 |         0.979 |
| 30225 | caagc-46574 |        0.007 |         0.979 |
| 29470 | caagc-49043 |        0.008 |         0.983 |
| 30271 | caagc-46613 |        0.010 |         0.983 |
| 29453 | jira-12868  |        0.008 |         0.985 |
| 30270 | caagc-46598 |        0.022 |         0.986 |
| 30227 | caagc-46611 |        0.010 |         0.989 |
| 30267 | caagc-46602 |        0.010 |         0.989 |
| 29455 | jira-17635  |        0.008 |         0.990 |
| 30275 | caagc-46603 |        0.010 |         0.992 |
| 29515 | jira-12863  |        0.009 |         0.995 |
| 29522 | caagc-46571 |        0.009 |         0.996 |
| 30283 | caagc-46576 |        0.007 |         0.997 |
| 29870 | caagc-46605 |        0.008 |         0.998 |
| 29386 | caagc-46593 |        0.007 |         1.000 |
| 29991 | caagc-51493 |        0.009 |         1.000 |
| 30285 | caagc-46593 |        0.011 |         1.001 |
| 30037 | caagc-51498 |        0.009 |         1.003 |
| 30047 | caagc-51510 |        0.009 |         1.004 |
| 30262 | caagc-46624 |        0.011 |         1.008 |
| 30230 | caagc-46620 |        0.008 |         1.010 |
| 30263 | caagc-47104 |        0.012 |         1.010 |
| 30274 | caagc-46582 |        0.014 |         1.010 |
| 30278 | caagc-46612 |        0.011 |         1.011 |
| 29517 | caagc-46616 |        0.009 |         1.014 |
| 29791 | caagc-45934 |        0.008 |         1.016 |
| 29343 | caagc-46586 |        0.008 |         1.024 |
| 30058 | caagc-51510 |        0.010 |         1.026 |
| 29478 | caagc-46585 |        0.011 |         1.028 |
| 30036 | caagc-51500 |        0.010 |         1.030 |
| 29871 | caagc-51476 |        0.009 |         1.032 |
| 30044 | caagc-51509 |        0.009 |         1.032 |
| 29488 | caagc-46474 |        0.009 |         1.035 |
| 30258 | caagc-46579 |        0.010 |         1.035 |
| 29724 | caagc-45258 |        0.013 |         1.037 |
| 30253 | caagc-46578 |        0.011 |         1.037 |
| 30269 | caagc-46584 |        0.007 |         1.037 |
| 29571 | caagc-45665 |        0.009 |         1.042 |
| 30033 | caagc-51499 |        0.010 |         1.043 |
| 29980 | caagc-51492 |        0.007 |         1.044 |
| 30233 | caagc-46604 |        0.008 |         1.045 |
| 29926 | caagc-51482 |        0.011 |         1.049 |
| 29931 | caagc-51487 |        0.015 |         1.054 |
| 29675 | caagc-46232 |        0.010 |         1.056 |
| 30291 | caagc-46621 |        0.008 |         1.062 |
| 30248 | caagc-46600 |        0.034 |         1.063 |
| 30257 | caagc-46609 |        0.010 |         1.063 |
| 30259 | caagc-46571 |        0.010 |         1.069 |
| 30234 | caagc-46587 |        0.011 |         1.070 |
| 29916 | caagc-46589 |        0.036 |         1.071 |
| 29956 | caagc-46569 |        0.010 |         1.071 |
| 30124 | caagc-51542 |        0.010 |         1.072 |
| 29751 | caagc-45291 |        0.010 |         1.074 |
| 30035 | caagc-51495 |        0.009 |         1.080 |
| 29432 | caagc-45692 |        0.008 |         1.081 |
| 29952 | caagc-46608 |        0.036 |         1.081 |
| 30031 | caagc-51496 |        0.024 |         1.081 |
| 30239 | caagc-46597 |        0.010 |         1.083 |
| 30265 | caagc-46586 |        0.011 |         1.089 |
| 29928 | caagc-51480 |        0.014 |         1.091 |
| 29418 | caagc-45335 |        0.009 |         1.092 |
| 30286 | caagc-51521 |        0.009 |         1.096 |
| 29933 | caagc-51479 |        0.009 |         1.103 |
| 29342 | caagc-49057 |        0.031 |         1.106 |
| 30290 | caagc-51479 |        0.011 |         1.106 |
| 30050 | caagc-51514 |        0.010 |         1.108 |
| 29583 | caagc-45680 |        0.009 |         1.110 |
| 30287 | caagc-46601 |        0.010 |         1.113 |
| 30073 | caagc-51494 |        0.010 |         1.115 |
| 30232 | caagc-46581 |        0.014 |         1.118 |
| 30048 | caagc-51508 |        0.009 |         1.123 |
| 30224 | caagc-46622 |        0.016 |         1.127 |
| 29511 | caagc-46574 |        0.009 |         1.136 |
| 29740 | caagc-45578 |        0.009 |         1.147 |
| 29941 | caagc-51484 |        0.013 |         1.148 |
| 29985 | caagc-51491 |        0.010 |         1.150 |
| 29407 | caagc-46582 |        0.011 |         1.154 |
| 29869 | caagc-51472 |        0.009 |         1.156 |
| 29398 | jira-12868  |        0.008 |         1.159 |
| 29769 | caagc-51465 |        0.011 |         1.161 |
| 30115 | caagc-51534 |        0.009 |         1.162 |
| 30231 | caagc-46626 |        0.011 |         1.163 |
| 29866 | caagc-51477 |        0.010 |         1.168 |
| 30049 | caagc-51513 |        0.010 |         1.174 |
| 30032 | caagc-51494 |        0.011 |         1.175 |
| 30053 | caagc-51516 |        0.009 |         1.177 |
| 30043 | caagc-51503 |        0.010 |         1.180 |
| 30046 | caagc-51511 |        0.036 |         1.180 |
| 29977 | caagc-51488 |        0.008 |         1.181 |
| 29498 | caagc-50679 |        0.009 |         1.198 |
| 29848 | caagc-46605 |        0.031 |         1.202 |
| 29334 | caagc-46525 |        0.009 |         1.213 |
| 29352 | caagc-46583 |        0.015 |         1.217 |
| 29922 | caagc-46604 |        0.051 |         1.217 |
| 30118 | caagc-51533 |        0.010 |         1.217 |
| 29339 | caagc-46576 |        0.032 |         1.220 |
| 30051 | caagc-51512 |        0.009 |         1.220 |
| 29935 | caagc-51485 |        0.010 |         1.224 |
| 29759 | caagc-51464 |        0.010 |         1.227 |
| 30272 | caagc-46570 |        0.010 |         1.229 |
| 29773 | caagc-51463 |        0.009 |         1.234 |
| 29798 | caagc-51461 |        0.009 |         1.235 |
| 29982 | caagc-51489 |        0.012 |         1.239 |
| 30039 | caagc-51506 |        0.010 |         1.240 |
| 29688 | caagc-51459 |        0.006 |         1.241 |
| 29874 | caagc-51475 |        0.010 |         1.249 |
| 30042 | caagc-51504 |        0.035 |         1.249 |
| 30054 | caagc-51517 |        0.009 |         1.249 |
| 29341 | caagc-46569 |        0.011 |         1.256 |
| 30065 | caagc-51472 |        0.010 |         1.257 |
| 29921 | caagc-51483 |        0.035 |         1.276 |
| 29953 | caagc-46613 |        0.010 |         1.280 |
| 29923 | caagc-51481 |        0.009 |         1.283 |
| 29741 | caagc-45645 |        0.009 |         1.289 |
| 30236 | caagc-46616 |        0.037 |         1.290 |
| 29764 | caagc-51462 |        0.010 |         1.292 |
| 29590 | caagc-51455 |        0.009 |         1.293 |
| 29861 | caagc-51474 |        0.009 |         1.295 |
| 30280 | caagc-46623 |        0.011 |         1.297 |
| 30029 | caagc-51502 |        0.014 |         1.298 |
| 29689 | caagc-51458 |        0.010 |         1.303 |
| 30268 | caagc-46588 |        0.011 |         1.304 |
| 29763 | caagc-51467 |        0.010 |         1.326 |
| 29333 | jira-17720  |        0.008 |         1.359 |
| 29863 | caagc-51473 |        0.036 |         1.362 |
| 29938 | caagc-51486 |        0.010 |         1.371 |
| 29796 | caagc-51466 |        0.009 |         1.386 |
| 29644 | caagc-51460 |        0.009 |         1.411 |
| 30030 | caagc-51501 |        0.010 |         1.416 |
| 29852 | caagc-51470 |        0.009 |         1.431 |
| 29858 | caagc-51478 |        0.009 |         1.431 |
| 29851 | caagc-51471 |        0.008 |         1.480 |
| 30052 | caagc-51515 |        0.020 |         1.483 |
| 30229 | caagc-46569 |        0.010 |         1.490 |
| 30040 | caagc-51505 |        0.011 |         1.509 |
| 29417 | caagc-46116 |        0.008 |         1.656 |
| 29648 | caagc-46230 |        0.009 |         1.755 |
| 30276 | caagc-46590 |        0.014 |         2.098 |
| 29472 | caagc-46587 |        0.008 |         2.695 |
| 29705 | caagc-45290 |        0.009 |         2.949 |
| 29799 | caagc-46626 |        0.010 |         3.721 |
| 29706 | caagc-45324 |        0.010 |        12.455 |
| 29442 | caagc-45785 |        0.008 |        40.200 |
| 30197 | caagc-51496 |        0.010 |        40.560 |
| 29990 | caagc-46604 |        0.010 |        40.603 |
| 29545 | caagc-46120 |        0.009 |        40.621 |
| 30249 | caagc-51537 |        0.010 |        40.683 |
| 29911 | caagc-46594 |        0.009 |        40.724 |
| 29647 | caagc-45825 |        0.008 |        40.742 |
| 29485 | caagc-51122 |        0.009 |        40.788 |
| 30126 | caagc-51541 |        0.008 |        40.944 |
| 30076 | caagc-51515 |        0.010 |        40.950 |
| 29988 | caagc-51490 |        0.010 |        41.183 |
+-------+-------------+--------------+---------------+
+-------+------------+--------+--------+--------+--------+-------------+-------------+-------------+-------------+-------------+--------------+---------+--------------+
| items | art_stddev | min_rt | avg_rt | cvr_68 | max_rt | pend_stddev | pend_min_rt | pend_avg_rt | pend_cvr_68 | pend_max_rt | tml+stdev_68 | tml_art | tml-stdev_68 |
+-------+------------+--------+--------+--------+--------+-------------+-------------+-------------+-------------+-------------+--------------+---------+--------------+
|   959 |      4.290 |  0.015 |  1.188 |  3.333 | 41.183 |       0.009 |       0.006 |       0.012 |       2.157 |       0.087 |       17.939 |  49.997 |      -63.521 |
+-------+------------+--------+--------+--------+--------+-------------+-------------+-------------+-------------+-------------+--------------+---------+--------------+
