+----------+
| COUNT(*) |
+----------+
|      720 |
+----------+
+------------------+------------+---------------+--------+------------------------------------------------------+
| source_object_id | xref_id    | source_action | status | reason_str                                           |
| CBC-2110         | jira-36865 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1792         | jira-36867 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-2095         | jira-36866 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1723         | jira-36871 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-1691         | jira-36873 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-1736         | jira-36878 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-1818         | jira-36877 | INSERT        |      3 | reason Project CBC91 not found in Agile Central.     |
| CBC-2104         | jira-36882 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-2118         | jira-36883 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1731         | jira-36888 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-2138         | jira-36889 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1713         | jira-36890 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-1703         | jira-36893 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-1790         | jira-36905 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-2130         | jira-36910 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1697         | jira-36914 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-2114         | jira-36917 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-2150         | jira-36916 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1773         | jira-36918 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-2135         | jira-36921 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1829         | jira-36922 | INSERT        |      3 | reason Project CBC91 not found in Agile Central.     |
| CBC-1815         | jira-36934 | INSERT        |      3 | reason Project CBC91 not found in Agile Central.     |
| CBC-2154         | jira-36937 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1675         | jira-36938 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-1726         | jira-36948 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-2123         | jira-36951 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-2144         | jira-36965 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1776         | jira-36977 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-2140         | jira-36986 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1683         | jira-36989 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-1785         | jira-36992 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-2131         | jira-36996 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
| CBC-1739         | jira-36998 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-1694         | jira-37007 | INSERT        |      3 | reason Project CBC97 not found in Agile Central.     |
| CBC-1821         | jira-37008 | INSERT        |      3 | reason Project CBC91 not found in Agile Central.     |
| CBC-1820         | jira-37014 | INSERT        |      3 | reason Project CBC91 not found in Agile Central.     |
| CBC-2156         | jira-37016 | INSERT        |      3 | reason Project CBC98 not found in Agile Central.     |
